Refcodes,Delta_strain_energy,components
ILIVUW_ILIVUW01,19.982496714548233,1_1
ILUVAO_ILUVAO01,2.960802605574827,1_1
IMIPAV_IMIPAV01,2.578871120557096,1_1
INEQUN_INEQUN01,3.868989310183224,1_1
INOCET_INOCET02,10.357151165359141,1_2
INOHIC_INOHIC01,6.121773329951793,1_1
INOSIN10_INOSIN11,7.770306401453809,1_1
IPAMUH_IPAMUH01,8.897898264984008,1_1
IPEZAG_IPEZAG01,0.6612321751065338,1_1
IPUPUE_IPUPUE01,1.2529936200243128,2_1
IQIHIB_IQIHIB01,5.158372359226178,1_1
IQILAW_IQILAW02,3.433870445701018,1_1
IQILAW_IQILAW03,4.941983900734897,1_1
IQILAW02_IQILAW03,1.5081134550338788,1_1
IQUFUX_IQUFUX01,9.480733009685537,1_1
IRABIN_IRABIN01,0.37685639346159405,1_1
ISOIND_ISOIND01,0.0,1_1
ISOIND_ISOIND02,0.0,1_1
ISOIND01_ISOIND02,0.0,1_1
ISUNAL_ISUNAL01,1.6732941616162407,2_2
IVATAC_IVATAC01,0.3403698195824063,1_1
IVOHIL02_IVOHIL03,2.106514789674577,1_1
IVOHIL02_IVOHIL04,0.5847749895766015,1_1
IVOHIL03_IVOHIL04,1.5217398000979756,1_1
IVUQOF_IVUQOF01,2.2257676245293396,1_2
IVUQOF_IVUQOF02,2.844020364866765,1_1
IVUQOF_IVUQOF03,2.41451481971842,1_1
IVUQOF_IVUQOF04,2.863186515146708,1_2
IVUQOF01_IVUQOF02,0.6182527403374252,2_1
IVUQOF01_IVUQOF03,0.18874719518908023,2_1
IVUQOF01_IVUQOF04,0.6374188906173686,2_2
IVUQOF02_IVUQOF03,0.42950554514834494,1_1
IVUQOF02_IVUQOF04,0.019166150279943395,1_2
IVUQOF03_IVUQOF04,0.44867169542828833,1_2
IWUKAM_IWUKAM01,1.1869622948776168,1_1
IWUKAM_IWUKAM02,0.3494015395834822,1_1
IWUKAM01_IWUKAM02,0.8375607552941347,1_1
